id,character,dialog,next_event_id,next_event,name,chapter
186,LIRIA,"We could try to knock it down, yeah.",187,CONVERSATION,INT. IGLESIA - ATARDECER 14,INT. IGLESIA - ATARDECER
187,LIRIA,Though it seems to be protected by some kind of magical barrier...,188,CONVERSATION,INT. IGLESIA - ATARDECER 15,INT. IGLESIA - ATARDECER
188,LIRIA,Let's see if we can get around it.,,END,INT. IGLESIA - ATARDECER 16,INT. IGLESIA - ATARDECER
189,JUGADOR,Let's force the door.,190,CONVERSATION,INT. IGLESIA - ATARDECER 17,INT. IGLESIA - ATARDECER
190,LIRIA,"Wow... That was incredible, NAME!",191,CONVERSATION,INT. IGLESIA - ATARDECER 18,INT. IGLESIA - ATARDECER
191,LIRIA,I had no idea you were capable of doing things like that.,192,CONVERSATION,INT. IGLESIA - ATARDECER 19,INT. IGLESIA - ATARDECER
192,LIRIA,You're full of surprises...,193,CONVERSATION,INT. IGLESIA - ATARDECER 20,INT. IGLESIA - ATARDECER
193,LIRIA,"With my brains and your skill, no obstacle will dare stand against us.",194,CONVERSATION,INT. IGLESIA - ATARDECER 21,INT. IGLESIA - ATARDECER
194,LIRIA,Let's see what secrets the church is hiding.,,END,INT. IGLESIA - ATARDECER 22,INT. IGLESIA - ATARDECER
195,LIRIA,Uh... It's so dark in here.,196,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 1,INT. ALTAR DE LA IGLESIA - ATARDECER
196,LIRIA,It's even kind of creepy...,197,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 2,INT. ALTAR DE LA IGLESIA - ATARDECER
197,LIRIA,Hello? Is anybo..?,198,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 3,INT. ALTAR DE LA IGLESIA - ATARDECER
198,FIGURA MISTERIOSA,Aaahh!,199,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 4,INT. ALTAR DE LA IGLESIA - ATARDECER
199,LIRIA,Aaaaahhhhh!,200,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 5,INT. ALTAR DE LA IGLESIA - ATARDECER
200,FIGURA MISTERIOSA,"Back, filthy rats!",201,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 6,INT. ALTAR DE LA IGLESIA - ATARDECER
201,FIGURA MISTERIOSA,"Back, I said!",202,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 7,INT. ALTAR DE LA IGLESIA - ATARDECER
202,LIRIA,But what...?!,203,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 8,INT. ALTAR DE LA IGLESIA - ATARDECER
203,FIGURA MISTERIOSA,Leave us alone!,204,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 9,INT. ALTAR DE LA IGLESIA - ATARDECER
204,FIGURA MISTERIOSA,Leave us alone... please!,205,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 10,INT. ALTAR DE LA IGLESIA - ATARDECER
205,LIRIA,Wait... Easy...,206,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 11,INT. ALTAR DE LA IGLESIA - ATARDECER
206,LIRIA,We're allies. We don't want to hurt you.,207,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 12,INT. ALTAR DE LA IGLESIA - ATARDECER
207,LIRIA,We just want to help and find out what's happened to your city.,208,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 13,INT. ALTAR DE LA IGLESIA - ATARDECER
208,POSADERO,All...ies?,209,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 14,INT. ALTAR DE LA IGLESIA - ATARDECER
209,POSADERO,"No, I don't believe it... It can't be true.",210,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 15,INT. ALTAR DE LA IGLESIA - ATARDECER
210,POSADERO,Did you hear that?,211,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 16,INT. ALTAR DE LA IGLESIA - ATARDECER
211,POSADERO,The Divinity has heard our prayers!,212,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 17,INT. ALTAR DE LA IGLESIA - ATARDECER
212,POSADERO,"At last, it's sent someone to rescue us!",213,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 18,INT. ALTAR DE LA IGLESIA - ATARDECER
213,LIRIA,Nothing would make us happier than to offer you our help.,214,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 19,INT. ALTAR DE LA IGLESIA - ATARDECER
214,LIRIA,"But first, we need to know exactly what happened to you.",215,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 20,INT. ALTAR DE LA IGLESIA - ATARDECER
215,LIRIA,Why are you all in here? What happened?,216,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 21,INT. ALTAR DE LA IGLESIA - ATARDECER
216,POSADERO,Whew... All right. I'll tell you everything.,217,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 22,INT. ALTAR DE LA IGLESIA - ATARDECER
217,POSADERO,Though it won't be exactly easy for me...,218,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 23,INT. ALTAR DE LA IGLESIA - ATARDECER
218,POSADERO,My memories are a bit blurry about this whole thing.,219,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 24,INT. ALTAR DE LA IGLESIA - ATARDECER
219,POSADERO,But I do remember clearly how our apocalypse began.,220,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 25,INT. ALTAR DE LA IGLESIA - ATARDECER
220,POSADERO,"Two moons ago, an unknown evil descended upon our city.",221,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 26,INT. ALTAR DE LA IGLESIA - ATARDECER
221,POSADERO,"We had never seen so many monsters, much less charging at us with such force.",222,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 27,INT. ALTAR DE LA IGLESIA - ATARDECER
222,POSADERO,It was as if they could communicate; as if they shared a single goal...,223,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 28,INT. ALTAR DE LA IGLESIA - ATARDECER
223,POSADERO,As if they were one great hive mind.,224,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 29,INT. ALTAR DE LA IGLESIA - ATARDECER
224,POSADERO,"They caught our soldiers off guard. Honestly, they were distracted.",225,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 30,INT. ALTAR DE LA IGLESIA - ATARDECER
225,POSADERO,"The recent lack of activity led many of them to spend most of their day chatting, smoking, and drinking.",226,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 31,INT. ALTAR DE LA IGLESIA - ATARDECER
226,POSADERO,Some townsfolk say many of them didn't even go to work that day...,227,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 32,INT. ALTAR DE LA IGLESIA - ATARDECER
227,POSADERO,"No one said a thing to them, or found their behavior dishonorable—just perfectly ordinary.",228,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 33,INT. ALTAR DE LA IGLESIA - ATARDECER
228,POSADERO,"I guess, in part, we got what we deserved.",229,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 34,INT. ALTAR DE LA IGLESIA - ATARDECER
229,LIRIA,I see...,230,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 35,INT. ALTAR DE LA IGLESIA - ATARDECER
230,LIRIA,"It's truly a bleak outlook, don't you think, NAME?",231,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 36,INT. ALTAR DE LA IGLESIA - ATARDECER
231,LIRIA,Though at least we have the chance to probe the mysteries of such a vast enigma.,232,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 37,INT. ALTAR DE LA IGLESIA - ATARDECER
232,JUGADOR,How did you end up in the church?,233,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 38,INT. ALTAR DE LA IGLESIA - ATARDECER
233,POSADERO,Well... let's just say it wasn't a premeditated decision.,234,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 39,INT. ALTAR DE LA IGLESIA - ATARDECER
234,POSADERO,"When the first horde breached the barrier, many of us ran in terror, like headless chickens.",235,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 40,INT. ALTAR DE LA IGLESIA - ATARDECER
235,POSADERO,Our priest opened the church doors and began conjuring a spell to keep us safe.,236,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 41,INT. ALTAR DE LA IGLESIA - ATARDECER
236,POSADERO,Those of us lucky enough to hear his calls didn't hesitate for a second.,237,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 42,INT. ALTAR DE LA IGLESIA - ATARDECER
237,POSADERO,"…Though truth be told, we didn't think about the lack of supplies.",238,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 43,INT. ALTAR DE LA IGLESIA - ATARDECER
238,POSADERO,"There's practically nothing here, and going out is completely impossible.",239,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 44,INT. ALTAR DE LA IGLESIA - ATARDECER
239,POSADERO,Every so often we hear footsteps and the monsters' screams; they've made our city a thoroughfare.,240,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 45,INT. ALTAR DE LA IGLESIA - ATARDECER
240,JUGADOR,Do you know if there's anyone still out there?,241,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 46,INT. ALTAR DE LA IGLESIA - ATARDECER
241,POSADERO,Well... I seriously doubt any of us are still alive in the city...,242,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 47,INT. ALTAR DE LA IGLESIA - ATARDECER
242,POSADERO,And not just because the first assault was a real bloodbath.,243,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 48,INT. ALTAR DE LA IGLESIA - ATARDECER
243,POSADERO,"Even if someone had managed to withstand it, the monsters have completely taken over the land.",244,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 49,INT. ALTAR DE LA IGLESIA - ATARDECER
244,POSADERO,"Every few hours we hear their footsteps, their moans, their screams... true sounds of hell.",245,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 50,INT. ALTAR DE LA IGLESIA - ATARDECER
245,POSADERO,Our city is now just a passageway for them.,246,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 51,INT. ALTAR DE LA IGLESIA - ATARDECER
246,POSADERO,"And then there's hunger, of course.",247,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 52,INT. ALTAR DE LA IGLESIA - ATARDECER
247,POSADERO,It's very hard to hold out this long without enough resources.,248,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 53,INT. ALTAR DE LA IGLESIA - ATARDECER
248,JUGADOR,I don't need any more information. Let's leave.,249,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 54,INT. ALTAR DE LA IGLESIA - ATARDECER
249,LIRIA,"Are you out of your mind, NAME?",250,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 55,INT. ALTAR DE LA IGLESIA - ATARDECER
250,LIRIA,This man is one of the few people left who can shed light on what happened to the city.,251,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 56,INT. ALTAR DE LA IGLESIA - ATARDECER
251,LIRIA,Any information he can give us will be worth its weight in gold if we know how to use it to our advantage.,252,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 57,INT. ALTAR DE LA IGLESIA - ATARDECER
252,LIRIA,"Anyway, let's step outside for some air while you think it over...",253,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 58,INT. ALTAR DE LA IGLESIA - ATARDECER
253,LIRIA,But I wouldn't stray too far from him.,,END,INT. ALTAR DE LA IGLESIA - ATARDECER 59,INT. ALTAR DE LA IGLESIA - ATARDECER
254,POSADERO,"It comforts us to think that, with a bit of luck, our friends and companions are better supplied than we are.",255,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 60,INT. ALTAR DE LA IGLESIA - ATARDECER
255,POSADERO,"We think there may be another shelter in the city, much better than this one.",256,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 61,INT. ALTAR DE LA IGLESIA - ATARDECER
256,JUGADOR,The inn?,257,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 62,INT. ALTAR DE LA IGLESIA - ATARDECER
257,POSADERO,"No, not at all... That dump would be nothing but dust and ash by now.",258,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 63,INT. ALTAR DE LA IGLESIA - ATARDECER
258,POSADERO,I'm talking about the Castle.,259,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 64,INT. ALTAR DE LA IGLESIA - ATARDECER
259,JUGADOR,The Castle?,260,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 65,INT. ALTAR DE LA IGLESIA - ATARDECER
260,POSADERO,Exactly. The Castle.,261,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 66,INT. ALTAR DE LA IGLESIA - ATARDECER
261,JUGADOR,The Walls?,262,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 67,INT. ALTAR DE LA IGLESIA - ATARDECER
262,POSADERO,No... they'd be far more exposed there than anywhere else in the city.,263,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 68,INT. ALTAR DE LA IGLESIA - ATARDECER
263,POSADERO,I mean the Castle.,264,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 69,INT. ALTAR DE LA IGLESIA - ATARDECER
264,POSADERO,"We want to believe many of our loved ones are shut in there, along with the royal family.",265,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 70,INT. ALTAR DE LA IGLESIA - ATARDECER
265,POSADERO,"Though knowing that royal lineage, it's possible they barred the doors just to save their own skin.",266,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 71,INT. ALTAR DE LA IGLESIA - ATARDECER
266,POSADERO,"Be that as it may, if any provisions and defenses still endure anywhere in these lands, they'll surely be there.",267,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 72,INT. ALTAR DE LA IGLESIA - ATARDECER
267,LIRIA,I understand...,268,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 73,INT. ALTAR DE LA IGLESIA - ATARDECER
268,LIRIA,"I suppose that gives us a new thread to pull, NAME.",269,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 74,INT. ALTAR DE LA IGLESIA - ATARDECER
269,LIRIA,We should investigate the situation at the Castle.,270,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 75,INT. ALTAR DE LA IGLESIA - ATARDECER
270,LIRIA,"And while we're at it, learn something about their plans.",271,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 76,INT. ALTAR DE LA IGLESIA - ATARDECER
271,LIRIA,"What do they intend, isolating themselves like that for so long?",272,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 77,INT. ALTAR DE LA IGLESIA - ATARDECER
272,LIRIA,And why have they sheltered there indefinitely instead of taking in these poor people?,273,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 78,INT. ALTAR DE LA IGLESIA - ATARDECER
273,LIRIA,If everything is as it seems... the royal family may have a lot of explaining to do.,274,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 79,INT. ALTAR DE LA IGLESIA - ATARDECER
274,LIRIA,Let's get moving!,275,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 80,INT. ALTAR DE LA IGLESIA - ATARDECER
275,LIRIA,Wait... I think I see silhouettes in the distance...,276,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 81,INT. ALTAR DE LA IGLESIA - ATARDECER
276,LIRIA,Ah! They're monsters! I think they've seen us.,277,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 82,INT. ALTAR DE LA IGLESIA - ATARDECER
277,LIRIA,And they're coming at full speed!,278,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 83,INT. ALTAR DE LA IGLESIA - ATARDECER
278,LIRIA,"Get ready, NAME.",279,CONVERSATION,INT. ALTAR DE LA IGLESIA - ATARDECER 84,INT. ALTAR DE LA IGLESIA - ATARDECER
279,LIRIA,We'll stand our ground and protect the Church.,,END,INT. ALTAR DE LA IGLESIA - ATARDECER 85,INT. ALTAR DE LA IGLESIA - ATARDECER
280,POSADERO,"Well, what a surprise.",281,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 1,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
281,POSADERO,I confess I didn't expect to see you again so soon.,282,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 2,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
282,POSADERO,"Although I ought to be glad, at least, to see you in one piece.",283,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 3,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
283,POSADERO,Do we have any news regarding the Castle?,284,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 4,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
284,JUGADOR,"Not yet, though perhaps you could help us...",285,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 5,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
285,POSADERO,Um... Me?,286,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 6,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
286,POSADERO,"To be honest, I don't know how a mere servant could help you...",287,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 7,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
287,POSADERO,"I know nothing of the arts of war, and I don't even have any gear or provisions to offer you.",288,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 8,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
288,POSADERO,I could talk to the others to convince them to let you pass into the ossuary.,289,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 9,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
289,POSADERO,Perhaps you'll find something of value down there.,290,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 10,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
290,POSADERO,"Nevertheless, I'd rather leave that option as a last resort...",291,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 11,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
291,POSADERO,I don't think the rest of the group would take kindly to it.,292,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 12,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
292,POSADERO,"Come back to see me if you can't find other paths to take, and I'll do my best to help.",,END,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 13,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
293,JUGADOR,"Not yet, though perhaps you could help us...",294,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 14,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
294,POSADERO,Um... Me?,295,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 15,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
295,POSADERO,"To be honest, I don't know how a mere servant could help you...",296,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 16,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
296,POSADERO,"I know nothing of the arts of war, and I don't even have any gear or provisions to offer you.",297,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 17,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
297,POSADERO,Though perhaps there is something I can do...,298,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 18,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
298,POSADERO,I could talk to the others to convince them to let you pass into the ossuary.,299,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 19,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
299,POSADERO,It's on the lower floor of the Church.,300,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 20,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
300,POSADERO,We buried its entrance shortly after we settled here...,301,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 21,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
301,POSADERO,...Since we couldn't stop hearing noises coming from its depths.,302,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 22,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
302,POSADERO,We'll open the way for you again...,303,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 23,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
303,POSADERO,But I beg you to explore it with the utmost care.,,END,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 24,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
304,JUGADOR,We'd like to inspect your Church in search of clues.,305,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 25,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
305,POSADERO,I understand...,306,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 26,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
306,POSADERO,Let me bring it up with the others. I'd hate for them to feel unsafe about the decision.,307,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 27,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
307,POSADERO,I bring you good news. You may investigate the Church to your heart's content.,308,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 28,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
308,POSADERO,"As you can imagine, we've already looted everything edible within our reach...",309,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 29,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
309,POSADERO,Though who knows whether these walls still hold some information of value.,310,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 30,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
310,POSADERO,"That said, I ask that you not get too close to the group's stashes...",311,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 31,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
311,POSADERO,We want to be sure we can take to the grave the few belongings we have left.,,END,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 32,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
312,JUGADOR,That's right. We've managed to get in.,313,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 33,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
313,POSADERO,What?! That's impossible!,314,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 34,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
314,POSADERO,"I'll gather the whole troop. You must tell us everything, down to the last detail.",315,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 35,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
315,POSADERO,Please... Tell us that all of ours are unharmed.,316,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 36,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
316,LIRIA,But... what are you saying?,317,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 37,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
317,LIRIA,Are you out of your mind?,318,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 38,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
318,LIRIA,How can you toy with something so serious? Sheesh...,319,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 39,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
319,LIRIA,"Forgive him, good sir... I think NAME didn't choose the most appropriate words.",320,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 40,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
320,LIRIA,Perhaps he's a bit delirious from all the accumulated fatigue.,321,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 41,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
321,LIRIA,"I'm sure he meant to say that ""we're about to go in""...",322,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 42,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
322,LIRIA,Of course we'll bring you news about your families as soon as we have it.,323,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 43,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
323,LIRIA,I beg you to forgive this confusion.,324,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 44,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
324,POSADERO,"Oh, well... I understand...",325,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 45,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
325,POSADERO,Agh...,326,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 46,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
326,POSADERO,Don't pay it any mind.,327,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 47,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
327,POSADERO,"We're rather desperate, I admit.",328,CONVERSATION,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 48,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
328,POSADERO,But I have no doubt our fate will change very soon.,,END,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ] 49,INT. ALTAR DE LA IGLESIA [SEGUNDA VEZ]
329,LIRIA,Well... so this is as far as we go.,330,CONVERSATION,INT. CASTILLO - ATARDECER 1,INT. CASTILLO - ATARDECER
330,LIRIA,Looks like the Castle is locked up tight...,331,CONVERSATION,INT. CASTILLO - ATARDECER 2,INT. CASTILLO - ATARDECER
331,LIRIA,"And the door doesn't look very fragile, either.",332,CONVERSATION,INT. CASTILLO - ATARDECER 3,INT. CASTILLO - ATARDECER
332,LIRIA,What do you want to do?,333,CONVERSATION,INT. CASTILLO - ATARDECER 4,INT. CASTILLO - ATARDECER
333,JUGADOR,Let's look for another entrance.,334,CONVERSATION,INT. CASTILLO - ATARDECER 5,INT. CASTILLO - ATARDECER
334,LIRIA,"That's a really good idea, NAME!",335,CONVERSATION,INT. CASTILLO - ATARDECER 6,INT. CASTILLO - ATARDECER
335,LIRIA,...Although I suppose it's easier said than done.,336,CONVERSATION,INT. CASTILLO - ATARDECER 7,INT. CASTILLO - ATARDECER
336,LIRIA,Where can we start?,337,CONVERSATION,INT. CASTILLO - ATARDECER 8,INT. CASTILLO - ATARDECER
337,LIRIA,Uhm...,338,CONVERSATION,INT. CASTILLO - ATARDECER 9,INT. CASTILLO - ATARDECER
338,LIRIA,Let's take a walk around the area and inspect possible connections to the castle.,,END,INT. CASTILLO - ATARDECER 10,INT. CASTILLO - ATARDECER
